country,year,energy_type,production_(gwh),installed_capacity_(mw),investments_(usd),population,gdp,energy_consumption,co2_emissions,renewable_energy_jobs,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,electricity_prices,urbanization_rate,industrialization_rate,proportion_of_energy_from_renewables
Japan,2023,Solar,25154.535870412103,25343.0064711288,2569116817.5155163,1113232517,174525145704258.28,832881.672517683,523207.0878967515,908582,30.041581283556447,1631.6878779726944,217.04818715410897,2.5222424290979037,3.2079768826496213,29.907397550319548,62.15817150294206,31.73102093931341,0.360424484145285,21.20310455273511,64.26119310959707,42.29616107222582
Japan,2002,Solar,80863.71108716895,42155.15653478876,9540116644.707798,1028468450,180394858256949.75,587045.278452187,990079.4446792305,857185,29.1738633037336,1651.277500783493,186.5790325143128,4.815294986766861,99.83131683214305,75.01054803535068,12.072343298977618,600.8181869284243,0.098718738213943,51.95614436271918,27.364579797676903,58.25149159960967
China,2019,Biomass,1689.789327309818,31733.50689377855,8391469586.865068,1031778964,152235936270181.2,148274.28654812762,381566.6444658915,591423,4.133079469479359,2208.7071626934694,193.05301423865336,2.1703407295912776,58.60601910678801,21.09137048340632,24.838878986635184,791.2178418331578,0.1193366629226986,30.19034150977933,53.35712664169734,88.09012433268948
Japan,2018,Geothermal,14682.084973985991,29368.700093045296,5554029324.359241,1491477712,50784262390344.68,950055.2445052976,638396.0335894141,835178,10.0654087206899,2844.3171548839373,166.9916396645196,7.425074189885625,23.350543048411488,96.41310577135094,34.05348105217604,674.2188524082256,0.1964562635385437,19.222666287980186,17.150941309617195,37.30883908893744
Brazil,2007,Geothermal,40944.03619143687,35564.040264211966,6058731810.521604,1078919284,20187503001210.08,716813.071601516,908101.8631772876,662607,20.52375362546997,1674.187883878478,273.58969462321284,5.82101418448042,18.35275659902097,3.269689232046058,94.2504326866558,740.1369803968524,0.4857240111697204,20.64266573398694,42.86488156271272,46.79640566929456
China,2003,Solar,5844.038693705629,32593.23504220745,5910501787.817367,1490811847,17767138632165.336,988377.912245209,952564.3865758016,222501,27.49627663624925,152.51534366155755,266.9774456250308,0.8278762622254487,40.72004798743757,28.36404677943576,38.56880681868861,270.30586224204666,0.2531263861349394,40.289138296922125,74.48546957332869,52.91333818377842
China,2006,Biomass,77920.2596744503,49298.461362072216,9159144464.681816,938027014,162077740117160.38,623025.2336276962,202568.2731297605,684924,-5.665565919156315,1142.858571716221,240.05992914245093,11.989175187013076,62.33892004971812,37.96296651264064,37.806358657270046,507.9903605899156,0.3907507280195078,43.097178765099954,99.8292716125494,15.688130989469329
India,2012,Wind,45165.11010863724,49314.30354323095,8917327825.157104,1332742979,157677597966807.94,941190.5126374651,242342.6326493315,640567,23.816944051517936,1522.4952697077067,163.4730176191655,7.156211363296227,79.83173931019391,93.80085748051263,0.5783276668496318,517.501571742883,0.1926511870716934,98.31361928206216,70.87601484375111,5.93083931977244
France,2006,Biomass,98170.33052202153,10530.65829876822,3811028114.4773607,341077010,85693234349432.7,268792.2254938229,137638.50972437247,229661,0.4095360975613342,967.3930874867086,236.6926885212301,6.9732166620581655,4.663206976338119,33.07086091369341,60.12696599543491,233.21389731473604,0.3702309132141899,62.20323053867649,68.73577550270953,50.60098314564324
Germany,2007,Hydro,67203.8503384954,8153.04016034787,6988550667.09138,71182658,123702947113672.36,980220.4503001814,229208.8034302617,674400,37.44715576037709,2663.8997239543924,107.0779614118828,5.643846627591557,77.76408923465296,48.82304913949069,75.2515714163294,257.9755422468157,0.1763469571625692,57.28034999452145,30.403308368906256,42.92011981834936
France,2012,Solar,71528.43295076539,45778.00599016636,7152371972.467693,659787644,87942907567799.36,488752.8890571007,919381.0337147008,288818,32.57781384893263,1802.6067177388973,254.43739973416103,4.460493517616785,53.58231241802738,17.70566729552656,46.464185096121625,948.7612825388384,0.3039411053724423,30.76300708668932,78.87365654004496,58.51036412679095
Australia,2018,Biomass,66840.32752292612,35745.1990969314,6709843634.812956,458277989,142604627905749.0,425925.29983911046,588106.2263269414,879033,13.276577831646954,1873.0189747648208,205.9794690021361,14.14519974693817,4.14178853901811,11.972216697693083,36.72294957828488,602.4372499484922,0.2705567817118797,17.202442380357752,77.20651237353323,21.68105028304408
France,2010,Solar,12469.76696396786,26525.73587598296,2961678510.21946,168524493,9020873147143.889,870783.1921347338,856327.9807647492,860069,37.8513816777526,1160.8238671810886,143.71249426404884,12.53326109186849,71.5084394307374,95.74665953401416,72.12533628885966,654.1837475222088,0.2893571907043332,24.7661999149553,94.83987555247718,40.50900376940682
India,2007,Biomass,55381.2627315755,42278.427437280654,911125397.1498314,1095551128,36447750031242.84,593314.0912070946,626770.5082385665,605732,0.5381673250080414,1787.223828771733,123.81377263334734,13.660577172871498,96.10982030599628,61.41526453210487,39.89000488331539,262.80186479034364,0.2459817260154635,86.43976936406212,55.59622953071365,38.33026790225591
Japan,2004,Hydro,34060.188734431,29814.73700288291,8118656458.5456,1332982999,95578771607970.84,697670.5500127076,627488.0999318983,737993,9.316568763054676,205.9583178723255,168.60574278979337,10.659974885552987,77.1388668407049,23.199474180483016,55.61993990924703,400.6377457763754,0.2395244462303766,31.25154350748945,47.21481559058344,77.6917548112043
Brazil,2011,Solar,42401.9480384339,41722.02933743106,6184476843.541269,1454219681,25326056775973.89,904734.1921001456,986189.9930708264,322965,30.60683196745193,923.232646016681,193.74960813862,12.829312923202858,75.37729161489052,95.85216078720408,78.85155737486969,716.0673901051126,0.4728274800169418,24.90144299948601,96.09022142420643,61.21846824674344
Canada,2017,Geothermal,89627.77494239737,38924.67501866441,5127571535.027386,549713054,172022322674700.34,289416.1709693763,348762.58081250574,279630,13.202339141934214,1167.7073947159608,249.8100307375433,4.222785654902468,45.92567536028629,39.36380773900196,1.0231752918835713,421.8809561636402,0.2979523620938883,8.1994011151592,61.810986731584485,89.94154909882661
USA,2023,Geothermal,49173.32738401169,27627.348964967267,4788044035.426643,774685816,104563528043664.7,506206.728464223,138675.82010360522,795101,0.1814527809274526,2244.11392182004,103.39375527527102,8.282132892878085,54.68553137821329,1.1173252079110685,50.97257931807862,65.818186968506,0.3237884891692756,52.68158290555445,45.47106827701887,27.440357636100355
USA,2021,Solar,16920.32474556868,2737.232248233364,2917121855.6426444,1478451471,56472959011748.45,241800.8366426372,226466.5814671649,474167,10.115416396234853,2909.341532601449,200.3209551322841,1.6872451525062426,49.43974967864768,93.23538680523558,52.2733241611304,254.30027973657116,0.3626636184152961,95.33256283584949,5.337118241472394,82.6164589592918
France,2008,Geothermal,54697.86263212027,38793.335096219525,1902564837.8201845,1485230437,181573406372489.12,119906.84360364045,479597.762942186,668267,11.305756192189762,2916.864356321359,149.82021599923377,11.9290531760802,83.44617385906469,19.462053081366804,1.5880043469839178,940.8083957171382,0.0635094725893409,10.978979682661938,35.01297783942374,85.60051486734037
China,2020,Wind,32224.32436703953,24089.04502945669,5352974527.059693,1450184334,62624295564805.79,60279.63039662482,945101.941863624,201520,33.03512953789477,1230.4512548426949,142.03512428535672,8.44193132012647,72.62862992216093,86.21175413279029,68.99417370989238,971.3139369216938,0.4183797915423416,5.109625859125866,75.91345091690741,1.3869349003593934
Australia,2021,Wind,11047.94895564967,25212.344431213904,9002128295.299875,481821077,179703299281796.06,39259.09072566159,648376.5819172427,483046,8.560990050223246,1632.301777617948,107.31265097414992,4.357858617844816,9.51294595886456,22.765432918509777,10.94947787243271,278.28747270520853,0.4395227357676295,43.37789631055453,15.849894248846486,49.8246165528387
India,2012,Hydro,24730.401083267985,23691.74805693789,452852771.33766806,195418145,97245795481891.72,256111.7254555247,335124.06324582925,748546,15.126261160636885,2732.5115880833105,279.57673767915594,6.257970766003119,23.14141493669295,19.394537234378927,30.85362504546778,802.4293112234187,0.2085144590413688,16.33286702974962,56.93899793893493,81.57602656913558
Brazil,2002,Biomass,96382.51213411037,6974.952111617792,6139686551.550482,1026410135,96075739186504.64,613226.4672728161,342717.52357816644,813169,39.14175088356652,373.2862388865452,216.48394145386837,5.337471226855298,65.29397974389765,9.857521805476845,30.892630182547176,899.5175048147527,0.1657941841748243,15.56975758110185,86.1721399770889,27.0679725443009
USA,2015,Solar,92726.210131467,43458.62206372261,6577428421.485172,1217138914,146421270127448.25,756907.2091525252,774957.0367362064,130802,-6.351262579193459,628.7503755368651,142.12453592062,0.4984372196049225,55.55701279695741,12.65415217101239,59.710765487089375,900.6142444921805,0.2391873885604323,84.94868790339726,51.285329887779405,62.84944987489086
Germany,2016,Solar,68708.57258615016,31960.90537211707,5454022358.8315,438437558,7373346782837.137,231286.6884664829,795744.9321061209,571406,7.525781132948932,2433.5275290121253,136.21480021740402,10.483235574086176,56.66026238173229,50.21167471220973,21.38198308640756,995.4929614718206,0.4872785860042561,90.86718809081768,34.14552800471391,52.39372956520486
France,2021,Solar,14598.733890276848,39567.07338462136,5376493091.902323,1130285850,166929667799191.12,456896.70918525575,860530.577204495,790654,-8.701205402369146,806.797857436376,186.7373668355298,6.692179125649183,1.918767210341199,86.34813706167259,91.22154161375413,644.9676965173785,0.4870537181410948,1.5572968965336442,97.25905629086988,68.71209309912977
Brazil,2008,Hydro,91477.99963473204,43518.34979365327,658230255.0943602,1108238904,80239947108272.25,950485.7910643212,187395.96521131028,895103,5.368249644732657,320.850941053257,228.3181337499786,0.2515280557082955,35.74380026435332,25.515420701231683,40.17412108183416,439.7428368691605,0.3933783879288119,29.201696046744352,49.20855589505171,73.78966479559546
Brazil,2015,Hydro,93342.96514040833,16942.282395865695,7906061548.302837,1196509122,183902175884911.03,287778.51501027733,41268.67553420971,245672,1.2164989371183914,166.77903044177083,216.50653498464123,2.8467233460144974,46.88250025702023,45.19042270209758,69.63641474008118,901.3775481336824,0.3948880471165043,63.3802356341552,86.72634192159623,13.992431380357417
Canada,2017,Biomass,32133.762644781014,3146.1366704218703,8273888432.068534,659569232,142217649054016.22,433366.6115028339,724107.0870479166,58615,33.76281891568613,193.8923463269872,289.6787642235837,7.807108498806069,17.67814583057853,9.745188577090335,90.73172397067428,494.07708485227977,0.4134454381122773,33.47622924899466,77.84225217247734,25.280744971720654
Brazil,2005,Wind,61773.41619878753,30139.47573051668,7812266383.762714,1399510476,135449990565961.42,231578.1249935304,963457.7652150036,684179,-8.645742998157838,2896.61960841261,298.69460773600446,2.0474021619089307,1.216880531656073,64.48741703490792,29.78267063209935,529.8069169453271,0.1612971740061886,42.36528062453551,6.857493465817521,58.68568530083503
Brazil,2019,Geothermal,51702.31908953166,46102.987238878064,5951984920.067894,785683104,159027053528818.12,22510.616945321613,96715.07493811563,401010,-4.389683729078843,2835.3338525075937,152.58697336568886,7.158551271039421,41.82829981737455,9.754565494191649,19.967372850858133,254.37179667425383,0.3568011017469736,91.67744154496796,32.94516522540858,63.29724970261762
Brazil,2007,Wind,6960.225475995411,2283.058307379789,4597333338.763083,317148471,81307081443038.48,622105.4903750145,230942.9734703968,153607,23.51453353688948,1715.1122830730594,280.5744515201643,1.7593793395978197,91.1301921184073,25.69072656734791,13.516813449399567,918.1067180798018,0.4281523937891948,24.344297340929653,49.76769644372424,27.30738955290346
India,2010,Geothermal,19005.098854502077,42180.40585797366,317672157.62131524,1098266529,122549510470529.31,763324.4270493671,353420.73069012485,25586,18.86462309705704,2315.411267807081,224.49223942585527,10.907194087289872,76.06015389650015,80.87618971907024,52.4752750039856,603.9515161703081,0.0677348555265723,4.0688808060374,51.06910014079402,75.89103837081832
France,2011,Geothermal,40252.03044950472,2125.732259178791,382020770.3006584,160661875,188349547290138.75,167827.13563781453,574971.2528626851,330934,23.5742964093497,436.5524445545565,259.7407129219686,4.768246808474176,53.90052127646193,55.52302546121781,78.78657682841961,357.26673369877807,0.2732342985878721,96.5679606695495,87.02006989817525,86.39943164675732
Germany,2021,Wind,32371.969252807667,43753.958312949486,866397783.7832601,1222196199,38661371774883.34,947682.4832158088,783379.6365624467,270017,-0.6521494928121285,2515.368505618005,194.3256703778015,8.610199660468904,4.429114508153786,69.67210569827205,37.39718473724531,407.8283005943623,0.0751346028459563,7.204449922030132,72.56797344991521,37.61390313619034
China,2007,Geothermal,90909.2227056302,34921.96795727385,5422660955.450943,1400996591,174182570089576.03,359249.6162071109,577262.4296219767,318784,-7.876615168466841,1489.3516167472858,144.91677497206086,1.4123776117083815,56.67386908237068,48.624433655579935,29.96012075280263,661.5402037906072,0.0631816891888539,85.11447521718584,34.524796228451535,98.74996976171818
France,2002,Biomass,39464.02863723073,5822.172839988774,5356071953.711592,318861882,69202447717502.055,181051.8494087415,9878.844260657266,502472,1.5945417829812882,295.84304632769664,249.07013336923143,1.950437816154932,45.08908657376277,9.804209528117935,46.77343228432218,944.7182212720734,0.1561155694360869,84.45452328833913,67.2236632636227,91.77011493937133
India,2014,Geothermal,36715.2627227903,4626.616372123379,7256207900.978757,805387629,155768935713626.75,333020.01190762094,773265.3704714855,778597,7.036452180670487,2262.6987984685447,154.05496447734615,3.381990597186583,28.07016286314208,35.00737824914558,10.1880104511187,539.1742384947019,0.4286874157630378,26.88184343570238,20.356189751769715,66.3526662072952
China,2021,Wind,4966.6163478372055,48257.39448468108,1779556107.1279578,555098258,40107735074969.23,952906.51861814,85615.85750635082,753212,1.5067687844718485,2562.7443520624,261.72236603376257,14.289093615041676,32.016746248818926,61.97293906683101,24.313103869950822,798.5607058516563,0.107324484054855,10.876227819517482,61.04367280820865,19.54163954043694
Germany,2013,Solar,29751.77954743128,16246.950773212237,6530105516.299912,1222642295,167672802185052.22,511716.36070204776,104751.19715730312,563046,12.924492565019383,2464.0977385289057,106.299831950113,9.31988954073508,53.600239569945465,18.499831858286345,73.3815462770697,722.6422594729928,0.08690241034895,16.60249613218361,34.57287596581244,93.03799882021842
China,2023,Hydro,82000.56259873236,8630.643183822942,6780319359.735765,475430461,8931416516109.043,402130.4043456472,295417.0782146691,111669,5.579608519946026,2490.199136431483,125.10734379194624,6.697150398271456,64.04034955639194,4.130091299442729,63.2315358014795,845.3497102556056,0.1511509238362706,53.867571427094575,3.9344485414747674,5.857457608246753
Russia,2000,Solar,47030.79171407911,48375.49604060327,7283409893.5594015,625791528,153634618216389.06,505119.0508566634,448503.0567559554,159126,9.140216990425817,2164.8139124869776,192.9510677865266,5.443136341988175,40.37201942355304,8.954036562611556,22.601916178509818,239.5684075377008,0.0688994073688106,46.18985018735485,80.1285407974755,60.13609315372398
Brazil,2002,Geothermal,21058.6282291978,47801.37878632042,9883954679.120972,849748553,130836875894758.77,316761.9272474332,595164.029953871,951580,24.5125064410548,1042.4459489882488,285.1679022667403,12.578644319306935,39.46599062585398,95.6758610010696,81.39147691978326,27.310291714400897,0.3552099905452635,82.05274138837942,98.25257566580107,12.734492999117707
Japan,2021,Solar,91964.22191851489,46281.55145361422,3906013518.060723,1106407517,76111761051869.6,368299.94654765166,506357.25496268045,965882,37.331226512226834,1628.4635138144397,266.56791854397125,1.3773614179677836,37.476308203123935,59.78560438135009,0.8895860691641055,882.5951841950189,0.2717581409203511,23.7455610295096,39.357885838519536,20.76742366495319
USA,2016,Solar,11899.249931921742,14621.511184858113,1987725068.029301,1350589048,149261824283316.5,245964.4361947614,852999.9360013364,85574,-3.918768132692149,622.5847585617121,260.3638491014492,8.434529315669192,32.96032656653238,4.285096818463785,56.82686995245447,710.6402588016723,0.4257786951236028,94.11518278220284,62.36333852012618,28.371161826070946
Germany,2003,Wind,71178.7104417413,3958.741930311597,5244769943.58691,70026770,185518248951882.5,718177.1810709458,947578.720270402,933950,11.217970558783476,2822.768859414829,269.2057850235413,8.123798988809014,69.69466091168356,46.741559587852535,5.547195947339734,931.2309643585075,0.4249157667561678,68.32557313073026,46.45775926892723,94.59588818290332
Canada,2006,Biomass,86100.7132310654,14247.806364224269,7503002240.500054,219321714,48170178326125.695,478073.5866255172,375663.28301423177,377878,36.55595307868413,1116.4475602687726,131.89412622784772,7.307915607400929,71.12213510322218,24.966769435077,29.83463721250116,610.6080552086448,0.4809833268187089,93.39558724791608,19.350575281675,70.98386222027688
Russia,2006,Wind,24645.98663787537,11729.487063168086,7893848184.403338,429640740,177597017346055.3,25274.027603617516,356274.9830383655,674756,8.400282879468975,2262.253230876035,260.2324242430899,4.222752021910587,59.22167964299484,50.81937166556324,52.98093078846844,989.9697824060936,0.1992823882086384,86.84469265801906,6.68320010351181,27.30138734978559
Brazil,2018,Biomass,21060.23782630053,14329.948798284277,6515294986.696906,145314532,103276592336230.92,221489.88800607133,742278.7318073749,178873,0.5331599733701768,1167.233055991254,239.5881535867276,4.164992590400147,59.58179501185511,74.94835334171333,29.484875659972843,896.7566778726832,0.2886653159730394,41.875557941226006,35.78882938744143,61.42212130165312
Germany,2000,Hydro,4558.993439649182,3063.6186611875564,5487095155.25036,362159540,128969005247407.77,989142.0627252824,693137.5067223676,367038,6.912112216065584,446.6608200197912,245.82138039328348,12.28187847667168,91.78172326062096,72.34796782368727,82.55243900021279,255.8881517615531,0.0790745717657681,61.90159139530118,26.668570198434026,1.616042446110144
France,2009,Biomass,11696.81827047811,30082.34840394998,8059943877.235084,851222084,89646101112066.66,315103.5508641926,151739.6817583753,137896,-2.031276841131115,341.5558707549085,220.91126121219065,4.69263316135417,47.01094162782137,21.960732870622767,49.39102399444937,639.573342736638,0.1314518968542604,99.81140829843407,2.7090015051277283,48.07327893825045
Canada,2012,Hydro,99925.0612560878,26824.44370662275,3439819648.4481754,481876601,31625827987332.285,743320.095421326,387603.45833367534,746956,4.3655075350141,262.0819843175464,230.0458608513886,8.338581060116411,23.547655344663788,23.252895239718814,15.207672485324776,523.2271588311696,0.1356761939531758,88.40521291575378,17.38257965072534,96.68469929353316
Canada,2008,Geothermal,67061.83115515363,49079.005130636826,9615423595.549269,723532713,76873819542212.31,155551.51302366637,40502.81638668678,581503,10.36151183913471,1933.329955318944,266.7872270643543,13.091152265809558,45.71317591247309,84.83649680098803,8.163005843634652,214.6400234358059,0.4109098184379868,19.477656766838216,80.51981844980986,31.706308567911755
Germany,2017,Solar,65392.56969815101,42808.62556517073,4984376792.673962,670785485,29653899841720.56,761012.2686300962,99944.35045983463,283929,19.60073667593272,512.9030988018768,230.78144819594576,3.751066999525301,49.71775725765261,7.749594566253959,16.25788989188225,852.9737436055101,0.3161251841965314,49.81535903867177,56.97832847926614,94.53996627627006
France,2007,Biomass,20582.98632746754,5428.144539161329,8922470632.831734,1254909532,38316568599648.88,966931.271041802,841737.5326994641,860957,3.071006912540268,429.7876793510722,222.1083814311261,4.880396662853968,62.57434514214388,59.35491498421898,40.32280997220143,207.3589024111698,0.4193362294913861,53.1083084410289,34.0899919308294,83.08370799437192
China,2023,Biomass,89107.09709134875,44460.57034906878,3576603747.3784723,379750003,76532736821718.0,864189.7164711148,711972.8586315593,850264,3.3877394284082456,2085.8342364662244,100.5698856016022,7.381932325464207,94.19606822921196,44.51878179848611,63.51676701184561,542.312292406908,0.0542262971689055,15.7261137480747,21.48630725622557,90.92484564745936
Brazil,2001,Biomass,80428.6417934644,44468.60996886813,6583208941.249839,794496553,91967887925484.44,689014.0863962397,729728.9234782216,994319,-9.329951343219902,1641.727618363925,167.65280106511517,8.726038309124561,90.9363789654712,4.710739758015558,73.57441109240568,638.2394032882303,0.42052642654593,12.951686925473794,84.42599356395945,64.89396538751441
China,2008,Hydro,33841.8807458838,22942.89943156956,4258537513.882781,1168181582,176226714021934.53,139935.6168769668,978018.8669909518,347368,30.841137506705813,855.9909166176767,163.68188417424815,12.374928758322564,87.25932627801024,17.90019268223828,92.25130210822002,533.3305845506469,0.4858595590102637,4.745103318302957,67.00784926214574,61.18680268917881
France,2006,Biomass,23138.97589063885,30866.92206813992,6915158645.854113,86336287,176919022642674.16,919205.299311053,849803.3939297934,493774,32.853181090796056,2503.506707681292,115.21821090139856,3.89657151619265,83.21104906979657,34.534065255637735,47.7434640952392,198.9208261825539,0.431706411544027,0.6035284040612932,46.73196195258005,13.223235665262578
Germany,2016,Biomass,47214.03599574426,41263.11341494163,914732199.417044,949463615,172469707452511.62,104493.6201107577,159196.87158004116,186478,-6.808382119822539,316.11611952516614,244.79511222780175,5.241937868088783,73.38266539901895,40.549822163015605,66.90062059619885,650.2780571601969,0.451969419593302,82.43331696136538,2.2994472119651443,7.19915241402137
Germany,2019,Biomass,4781.810656193487,38096.77915711934,8218080788.592932,954169403,68662570446578.5,34231.697861695444,565819.7183069419,832831,26.60628123573284,2213.536641462308,114.34941464522208,0.6453004633983755,28.224261646604887,38.90619338169826,54.37990061034613,765.1291958135682,0.2867512494719208,64.12781081932998,55.41883779109775,23.54710371317622
France,2010,Biomass,63144.381990528585,28321.583031736423,399806747.7664905,1050073912,135313901484569.16,439326.9709384064,890852.8879111435,946339,3.454594676121479,2708.615781206837,186.32598216264387,2.96466983747764,2.06028408844664,14.156888083802675,18.13424769667296,727.2839367802067,0.3356570896015337,45.08368150958621,85.61257431196367,1.3158339815414144
China,2016,Wind,24747.05440550973,32450.42095698331,1033631546.705682,29461393,141546502528817.1,702611.9993990718,16251.522647934104,331338,16.74558659244537,2594.881325939141,250.63868802986755,11.85922780862592,45.95796813337181,95.6621833702212,94.32018900821583,681.398854548941,0.4705931921736666,7.154182126292219,73.58139390508312,47.34364022361698
Brazil,2010,Solar,78352.85917655945,4964.0175980396725,7929218442.435237,500726831,123927305897633.28,953471.5159365447,750149.3945690886,778414,0.1738740179930786,2907.571070905405,239.20954707418196,3.449406391045552,39.59487712061591,36.4870469583862,71.93402965550504,204.54759377865068,0.1248582730568026,25.76066881334201,62.1261609227479,35.86092484426432
Brazil,2014,Biomass,72789.84325500195,41740.26446564589,8874341553.334469,702079510,15070047345802.805,964695.0803788588,399524.7377886685,327567,-7.789948386384518,1348.485507577412,234.2763351411403,7.767912986268211,5.60755030684027,64.04281890257936,6.030399135016573,456.9448447494776,0.0627658825588947,42.26273168632875,27.05128127691337,8.652814204532355
Japan,2019,Hydro,86163.3193204788,26868.52789666532,6372940971.99505,854988487,120957814360848.48,697602.4103040902,284316.21977848693,294853,23.66348225025192,424.07109178994045,265.180570089581,7.198825305938661,39.11982300370517,25.09786749036421,85.75738947664642,746.0893263367689,0.0646168947419207,4.318988279767966,9.887266275531704,20.77822738263712
France,2008,Hydro,17930.08308032651,23859.099709915165,1241240417.387584,313210007,116058481233279.12,478946.8256623232,164675.23347448953,415694,11.091624179816176,1029.973748154598,220.4015294767493,5.158405823292142,73.95560202083264,38.06500719877541,7.7981178789047645,225.4286272341316,0.3626097642844353,49.88606257288717,64.79744478723877,95.92069303147008
Japan,2003,Solar,50026.59778481456,32530.433790460127,4391316351.522863,1229366172,166701542332269.03,800899.6085937025,86581.50482002556,193735,31.71588986953469,214.0052020803867,224.25248265931165,0.4846431892022951,26.36500775389584,29.73771900626432,32.269124461097896,841.2666490784762,0.4957141043084857,49.0173884472708,60.45571601295785,72.20686270123394
Russia,2016,Hydro,28476.141931727827,14108.552154408157,866736604.4838043,580188867,28689623879432.453,569919.1987046964,63131.614625529975,870673,39.4650356766052,1954.919452743804,194.6917624026349,8.17421324372192,66.1614128786593,10.112595052453589,50.00034891846947,280.1566398620667,0.43762523079388,69.30584689672742,67.36335277922592,52.79969631459467
Japan,2002,Geothermal,3413.7972399044347,19756.908626238543,1487331385.335823,553134170,62116560801690.29,897683.6987683937,259704.38632249445,823089,-7.328822763231853,1938.6108648519123,108.3498045794848,0.8796096181609614,81.36573148842696,27.771870010231314,91.01437590453008,73.13146731563532,0.1159792305404823,47.45790144524624,72.73448146272314,97.82776327938632
Brazil,2015,Biomass,14376.026366360566,4757.015363934278,3157226870.426049,994147517,126251678292947.9,339660.08413071,575363.4206252315,865914,33.91132642355377,2155.842451539057,191.26931534999815,13.130827102521485,83.4915179221437,75.29467887360983,52.14407475147112,847.8484437995805,0.3150380351120569,64.85464660082354,70.88694081374773,29.41461568468033
USA,2001,Wind,84681.26321856276,17655.38114854239,6106316017.974545,1415248380,37514487365760.76,219783.78993131383,365018.50564468745,984346,1.818929866581996,1906.329903819548,186.4803306104963,7.728645746424264,46.92145182587252,77.31955086917917,76.7465568836823,536.3660515813203,0.1901627478813686,21.001309490665832,19.229458679077005,27.804633329847206
India,2022,Wind,13737.37013081769,43897.14114711408,7277860348.913627,1371542437,156604284593286.66,549265.9763685637,609504.4186704556,607623,8.098840426273473,1323.185788435427,173.96540244143722,3.205889322211381,15.365505656387214,78.47000466429898,92.83538935563118,102.1108141015462,0.1991728638139452,33.46676081657682,53.92205941179806,61.856505607765456
China,2016,Geothermal,43641.28475868546,7225.007618582294,5445778649.824151,258608387,118472555542628.48,277505.9158292153,353585.7826168624,24980,32.271324944353985,939.4828578088792,145.87323610900512,9.373619555372391,36.16304510878295,58.6989395736997,94.45798740305048,834.715091988748,0.2062114696716035,71.64979782704613,92.84732046805428,18.776657685796817
Brazil,2005,Biomass,74453.14555946803,32847.13946714689,1179275574.25184,693373680,102861509524665.77,328761.2689934782,636911.3335266099,84867,38.95868762321631,1002.8737688744015,206.6052783789388,0.662047285762839,99.0403209309864,26.684360876618328,35.15782135221084,231.75417226539963,0.3522803848852746,30.904214937144943,86.84027069511973,15.265461873820218
Australia,2004,Biomass,14325.348298610352,38289.192634838575,8716510274.46388,1176989729,12633534394326.955,673921.3523749167,593383.5680952067,984025,7.2741216103651,105.42311661565994,169.70231904601673,5.102870875013824,66.38284502878112,54.98495090100427,16.87331720063643,21.87898480151898,0.16926286597689,84.42856721537805,36.72221244106117,27.07501400888448
India,2010,Geothermal,89824.61451355973,14143.251477815153,3968483602.5462914,736849744,26005703217005.902,631178.275668023,840553.0313142266,393558,11.063018893312012,1515.1654539417957,244.34525439070876,6.66026266379588,46.03643596902021,8.189602599911739,54.89116364666259,886.8842719354172,0.1937296316097548,29.055708160091346,90.70807753205432,30.26585227682912
India,2002,Solar,16230.26752535304,45126.1673021165,9691344230.843067,540367688,184773712445107.12,864493.5035905234,126355.04937311405,85638,33.79684177503598,2181.298377947713,104.70910769092347,11.821173884531689,70.12355931181423,82.27591627760354,26.36287074209896,659.7420856061841,0.2271142948000364,32.278276549183204,25.2956680311615,19.484553561139894
Canada,2020,Geothermal,40223.35739527186,41617.16020430562,2698073282.236021,773829104,8357935526554.677,751371.0678054359,9495.875946180182,834498,29.9249371079616,468.9570267890271,145.05572342935685,8.950972817884033,87.71770918067851,80.16812416444319,27.220187125078866,569.5753924667375,0.1027042834656907,88.681544633289,73.34863177935999,43.32067250101409
Japan,2000,Biomass,55181.1583126336,3652.614222099039,9146475538.48106,451450489,137035473324818.02,800572.302420566,512343.67849936825,622523,15.393190142702537,1636.2940955932722,227.23929187334497,3.232223835725242,5.217277222352945,39.80892076099431,82.25085831256504,844.5942962117954,0.4977844010854195,89.37484221425345,23.521764479974728,18.34770137646193
Germany,2020,Biomass,18351.908284927744,4139.684724568087,1828323347.132974,469638161,52720928220458.78,405547.4393633041,220608.87751057016,126266,30.322080962898063,177.78651052794902,253.3043963188661,14.299016371555457,75.42199027185808,77.72893342996305,75.57967663641301,497.20126402073504,0.421930427352064,27.37706997206194,75.38024580689057,53.77497407111916
Australia,2011,Wind,69389.97585674528,44843.46329783407,1665280086.6791787,1454009404,155703034635011.5,510998.2965641313,741601.9020619314,896222,18.389916115203476,1014.2750664563072,145.83087855573024,5.995151226811906,7.177059560274923,97.80973249834338,17.246196865786988,566.1307527938894,0.2272086024342174,84.29369829949658,28.04555352492335,19.66914774956525
Canada,2001,Geothermal,17309.159545520182,4438.376594853124,4614220683.772316,704520954,191644462216537.2,487211.9031337662,505760.57281588856,790706,-7.935589900336023,2693.3430768097023,287.6017598191946,8.467575595736001,85.31948021734304,3.027289816373502,19.28281339669181,283.30676045812214,0.1451758305954606,69.4796502409744,89.36420414959726,8.879584654316218
